id_cliente,nombre,edad,genero,ciudad,distrito,fecha_registro,canal_preferido,segmento
C07172,Milena Cárdenas Hurtado,40,Femenino,Lima,San Juan de Lurigancho,2024-04-20,App,Nuevo
C07173,Elsa Hernández,40,Femenino,Lima,San Juan de Lurigancho,2025-10-25,Tienda,Regular
C07174,Lucía Ruth Rojas,46,Femenino,Lima,Surco,2022-10-25,Tienda,Ocasional
C07175,Paola Luna Ávila,34,Femenino,Lima,Villa El Salvador,2025-05-12,Tienda,Regular
C07176,Albeiro Camilo Romero Mesa,39,Masculino,Trujillo,Huanchaco,2023-04-01,Tienda,Ocasional
C07177,Ligia Consuelo Romero,37,Femenino,Cusco,Wanchaq,2022-06-30,Tienda,Premium
C07178,Lucía Ospina,55,Femenino,Lima,San Juan de Lurigancho,2023-12-20,Web,Premium
C07179,Alonso Méndez,36,Masculino,Trujillo,La Esperanza,2025-05-05,Tienda,Regular
C07180,Isabel Natalia Flórez,42,Femenino,Arequipa,Cercado,2023-11-22,Tienda,Ocasional
C07181,María Juliana Rojas,40,Femenino,Lima,Los Olivos,2024-04-12,Tienda,Nuevo
C07182,Elías Romero,34,Masculino,Piura,Catacaos,2024-05-31,Tienda,Regular
C07183,Vladimir Soto Sierra,29,Masculino,Piura,Castilla,2023-11-11,Web,Premium
C07184,Estela Quintero Durán,41,Femenino,Lima,San Borja,2025-03-11,Tienda,Premium
C07185,Alba Sandra Riascos Gutiérrez,41,Femenino,Piura,Veintiseis de Octubre,2023-02-10,App,Ocasional
C07186,Octavio Polo,43,Masculino,Lima,Comas,2022-02-15,App,Regular
C07187,Carlos Mejía Pérez,52,Masculino,Lima,Comas,2023-12-26,App,Ocasional
C07188,Yesenia Correa Orozco,35,Femenino,Trujillo,Trujillo Cercado,2024-05-06,Tienda,Regular
C07189,Olga Medina,43,Femenino,Trujillo,Huanchaco,2025-04-25,Tienda,Ocasional
C07190,Gustavo Duván Camargo López,41,Masculino,Trujillo,Trujillo Cercado,2023-01-15,Tienda,Nuevo
C07191,Antonio Fredy Carvajal,28,Masculino,Cusco,Wanchaq,2024-05-23,Tienda,Nuevo
C07192,Enrique Mercado Lozano,58,Masculino,Arequipa,Cayma,2022-09-05,Tienda,Regular
C07193,Johan Gómez Campo,51,Masculino,Lima,San Juan de Lurigancho,2025-11-23,Tienda,Regular
C07194,Paola Gómez Gómez,29,Femenino,Lima,San Borja,2023-10-14,App,Nuevo
C07195,Hilda Lisbeth Toro,38,Femenino,Arequipa,Yanahuara,2022-12-10,Tienda,Regular
C07196,Rafael Luis Pérez Ríos,23,Masculino,Arequipa,Cercado,2022-09-25,App,Ocasional
C07197,Andrea Ortiz,38,Femenino,Lima,La Molina,2023-04-26,Tienda,Ocasional
C07198,Carmen María Romero Ortiz,36,Femenino,Lima,San Borja,2025-04-01,Tienda,Nuevo
C07199,Nicolás Jhon Guevara,48,Masculino,Cusco,Wanchaq,2024-06-12,Tienda,Regular
C07200,Andrés Londoño Escobar,22,Masculino,Lima,Miraflores,2023-02-12,Tienda,Premium
C07201,Miguel Adolfo Torres,26,Masculino,Cusco,San Sebastian,2022-10-13,Web,Regular
C07202,Gloria Gisela Jaramillo,26,Femenino,Lima,San Juan de Lurigancho,2022-09-05,Tienda,Nuevo
C07203,Ligia Bernal Londoño,24,Femenino,Piura,Castilla,2023-01-04,App,Nuevo
C07204,Jairo Guzmán Ávila,32,Masculino,Lima,Los Olivos,2023-09-23,Tienda,Regular
C07205,Luz Leal,44,Femenino,Lima,Miraflores,2023-05-24,Tienda,Regular
C07206,Alfonso Hernán Arango,48,Masculino,Trujillo,Victor Larco,2025-07-18,App,Regular
C07207,Lida Paola Herrera,30,Femenino,Lima,San Isidro,2025-10-30,Tienda,Ocasional
C07208,Laura Paola Zambrano Navarro,41,Femenino,Arequipa,Paucarpata,2025-04-07,Tienda,Premium
C07209,Mireya Bohórquez Galvis,39,Femenino,Lima,Ate,2023-01-06,Web,Regular
C07210,María Laura Pérez Vergara,25,Femenino,Lima,La Molina,2023-06-10,Tienda,Ocasional
C07211,Inés Miryam Monroy,52,Femenino,Lima,Comas,2022-12-19,Tienda,Ocasional
C07212,José Luis Bustamante,22,Masculino,Piura,Piura Cercado,2024-03-05,App,Regular
C07213,Viviana Nelcy Bonilla,54,Femenino,Lima,Surco,2023-07-06,Tienda,Nuevo
C07214,José Jhonatan Salazar Rivera,22,Masculino,Cusco,San Jeronimo,2024-08-03,Web,Regular
C07215,María Astrid Ruiz Pacheco,46,Femenino,Arequipa,Yanahuara,2022-09-20,Tienda,Ocasional
C07216,Francy Patiño,27,Femenino,Lima,Surco,2022-10-13,Tienda,Premium
C07217,Eliecer Cardona,37,Masculino,Trujillo,Huanchaco,2022-10-16,Tienda,Regular
C07218,Stella Salazar,36,Femenino,Lima,Ate,2024-05-09,Tienda,Ocasional
C07219,Tatiana Castro Sánchez,33,Femenino,Lima,Miraflores,2022-12-30,App,Nuevo
C07220,Elías Velandia Gutiérrez,47,Masculino,Lima,Surco,2024-11-01,Tienda,Nuevo
C07221,Jesús Ruiz,45,Masculino,Cusco,Cusco Cercado,2025-04-25,App,Regular
C07222,Luz Castillo Rincón,55,Femenino,Arequipa,Cerro Colorado,2024-10-18,Web,Nuevo
C07223,Óscar Reyes,29,Masculino,Piura,Veintiseis de Octubre,2022-02-07,Tienda,Ocasional
C07224,Jorge Díaz,18,Masculino,Lima,La Molina,2024-05-17,Tienda,Nuevo
C07225,Ricardo Torres,51,Masculino,Lima,Ate,2022-02-24,Web,Regular
C07226,Carolina Deisy Ariza Cruz,38,Femenino,Cusco,San Jeronimo,2022-07-18,Tienda,Regular
C07227,Julia Arrieta,38,Femenino,Lima,Ate,2024-11-20,Web,Regular
C07228,Luz Yenny Galeano,52,Femenino,Arequipa,Cercado,2022-04-15,App,Regular
C07229,Fernando Gómez Pabón,42,Masculino,Piura,Piura Cercado,2025-10-01,App,Nuevo
C07230,Isabel María Díaz,28,Femenino,Lima,San Juan de Lurigancho,2022-06-15,Web,Regular
C07231,José Jorge García Pérez,48,Masculino,Arequipa,Cayma,2022-08-04,App,Premium
C07232,Enrique Moreno,51,Masculino,Lima,Villa El Salvador,2023-05-22,Tienda,Ocasional
C07233,Carlos Muñoz García,24,Masculino,Trujillo,La Esperanza,2022-06-18,Tienda,Nuevo
C07234,Jesús Daniel Rico Mesa,38,Masculino,Lima,Los Olivos,2022-01-31,Tienda,Premium
C07235,Yolanda Luna Guzmán,26,Femenino,Cusco,Wanchaq,2023-12-12,Tienda,Regular
C07236,César Puentes Quintero,56,Masculino,Trujillo,Victor Larco,2022-05-06,Web,Premium
C07237,Francisco Arley Álvarez Restrepo,58,Masculino,Cusco,Cusco Cercado,2023-05-22,Web,Ocasional
C07238,Jaime Nelson Sánchez García,49,Masculino,Lima,La Molina,2023-01-26,Tienda,Ocasional
C07239,Andrés Carlos Córdoba,44,Masculino,Arequipa,Cercado,2024-05-26,Tienda,Regular
C07240,Ángela Gloria Gonzáles Londoño,42,Femenino,Trujillo,El Porvenir,2024-11-07,Tienda,Ocasional
C07241,Alexander Cardona Martínez,25,Masculino,Trujillo,La Esperanza,2024-02-20,Tienda,Regular
C07242,Alicia Buitrago,43,Femenino,Lima,Villa El Salvador,2025-02-15,Tienda,Nuevo
C07243,Juan Jaider Herrera Orjuela,53,Masculino,Arequipa,Cerro Colorado,2024-04-15,Tienda,Nuevo
C07244,Gustavo Alexander Hernández,47,Masculino,Lima,Ate,2025-04-17,App,Regular
C07245,Felipe Carlos González,44,Masculino,Cusco,Cusco Cercado,2025-04-11,Tienda,Premium
C07246,Jader Carmona Hoyos,38,Masculino,Trujillo,Victor Larco,2022-09-01,Tienda,Premium
C07247,Marta Ospina Loaiza,24,Femenino,Lima,Villa El Salvador,2025-09-02,Tienda,Regular
C07248,Carolina Ramírez,41,Femenino,Trujillo,Huanchaco,2022-05-15,Web,Ocasional
C07249,Lucero Martínez,73,Femenino,Cusco,Wanchaq,2023-10-22,App,Nuevo
C07250,Sergio Rico,26,Masculino,Arequipa,Yanahuara,2025-04-05,App,Premium
C07251,Edilson Carlos Pérez Herrera,28,Masculino,Lima,San Juan de Lurigancho,2022-09-14,App,Premium
C07252,Gloria Yenny Lozano Castro,24,Femenino,Lima,La Molina,2025-07-13,Tienda,Premium
C07253,Katherine Nohora Posada Martínez,36,Femenino,Cusco,Wanchaq,2022-04-14,Tienda,Nuevo
C07254,Eliecer Sandoval,56,Masculino,Arequipa,Cerro Colorado,2024-09-14,Web,Nuevo
C07255,Margarita Yulieth Parra Moreno,41,Femenino,Lima,Comas,2024-04-25,Web,Ocasional
C07256,Eliana Piedad Muñoz Acosta,56,Femenino,Lima,Villa El Salvador,2024-01-25,App,Nuevo
C07257,Rocío Camila Betancur Toro,37,Femenino,Lima,Villa El Salvador,2022-10-23,App,Regular
C07258,Teresa Burbano López,36,Femenino,Trujillo,Victor Larco,2024-12-27,Tienda,Regular
C07259,María Margarita Rincón,61,Femenino,Trujillo,Victor Larco,2024-03-09,Tienda,Regular
C07260,Gabriel Palacios Fernández,55,Masculino,Arequipa,Cerro Colorado,2024-12-20,Web,Premium
C07261,María Ceballos,26,Femenino,Lima,Los Olivos,2024-10-11,Tienda,Nuevo
C07262,Angie Cortés Carvajal,50,Femenino,Lima,Los Olivos,2024-01-25,App,Regular
C07263,Daniela Natalia Álvarez Gómez,32,Femenino,Lima,Surco,2024-12-12,Tienda,Premium
C07264,María Londoño Montoya,25,Femenino,Lima,La Molina,2024-02-08,App,Ocasional
C07265,Dairo Sánchez Naranjo,44,Masculino,Lima,Surco,2025-11-29,Tienda,Premium
C07266,Rubiela Alicia Rodríguez Beltrán,24,Femenino,Lima,Los Olivos,2022-02-10,App,Premium
C07267,Cristian Cifuentes Bernal,44,Masculino,Cusco,Cusco Cercado,2023-08-07,App,Regular
C07268,Ricardo Caicedo,52,Masculino,Trujillo,Huanchaco,2022-01-12,Tienda,Nuevo
C07269,Yaneth Nubia Gallego,32,Femenino,Cusco,San Jeronimo,2023-03-19,Tienda,Regular
C07270,Andrés Ramírez,50,Masculino,Trujillo,Huanchaco,2024-02-29,Tienda,Regular
C07271,Hugo López,26,Masculino,Trujillo,Trujillo Cercado,2024-07-04,App,Regular
C07272,Amanda Nancy Sánchez,43,Femenino,Arequipa,Cayma,2023-10-05,Web,Regular
C07273,Julieth Caballero Barrera,42,Femenino,Trujillo,Huanchaco,2022-05-19,Web,Regular
C07274,Jorge Jorge Jaimes Hernández,42,Masculino,Lima,Los Olivos,2024-12-28,Web,Regular
C07275,Dora Paola Murillo Serrano,38,Femenino,Lima,Villa El Salvador,2024-11-09,Web,Nuevo
C07276,Vanessa Camacho,48,Femenino,Lima,Miraflores,2024-02-21,Tienda,Nuevo
C07277,Francisco Diego Tovar,44,Masculino,Lima,Villa El Salvador,2023-05-01,App,Regular
C07278,Angélica Vanessa Vera León,28,Femenino,Cusco,Wanchaq,2024-12-30,App,Ocasional
C07279,Carolina Ingrid Gallego Martínez,49,Femenino,Lima,La Molina,2025-02-05,Tienda,Regular
C07280,Kevin Rodríguez Castillo,57,Masculino,Trujillo,Victor Larco,2023-03-22,Web,Premium
C07281,María Sierra Ruiz,27,Femenino,Lima,San Juan de Lurigancho,2025-01-20,Web,Ocasional
C07282,María Luisa Granados,18,Femenino,Lima,San Borja,2024-05-26,Tienda,Regular
C07283,Anderson Víctor Mora Villamizar,48,Masculino,Piura,Veintiseis de Octubre,2025-06-22,Tienda,Regular
C07284,Alfonso Camilo Cuesta Ayala,52,Masculino,Cusco,San Sebastian,2023-03-11,Tienda,Regular
C07285,Elisa Rojas,27,Femenino,Lima,Ate,2025-08-02,Tienda,Regular
C07286,Jhon Alberto Rosero,62,Masculino,Cusco,Santiago,2022-04-15,App,Regular
C07287,Alejandra Carmen Rodríguez,31,Femenino,Piura,Veintiseis de Octubre,2022-08-29,Tienda,Ocasional
C07288,María Sonia Chacón,56,Femenino,Trujillo,La Esperanza,2025-10-16,Tienda,Regular
C07289,Orlando Romero,52,Masculino,Lima,Los Olivos,2025-10-23,Web,Regular
C07290,Elena Sánchez,55,Femenino,Lima,Comas,2024-12-02,Tienda,Nuevo
C07291,Martín Alberto Castro Torres,39,Masculino,Trujillo,Victor Larco,2024-06-02,Tienda,Ocasional
C07292,Helena Vásquez Arango,59,Femenino,Trujillo,El Porvenir,2022-11-29,Tienda,Ocasional
C07293,Felipe Camilo Bautista Cabrera,32,Masculino,Trujillo,Huanchaco,2022-06-11,Tienda,Regular
C07294,Gloria Navarro,50,Femenino,Lima,San Borja,2024-08-22,App,Nuevo
C07295,Adriana Luisa Romero,48,Femenino,Cusco,Wanchaq,2023-12-28,App,Ocasional
C07296,Mayerly Ardila,40,Femenino,Trujillo,Victor Larco,2022-01-21,Tienda,Nuevo
C07297,Duván Álvarez,43,Masculino,Lima,Surco,2024-08-13,Tienda,Regular
C07298,María Gabriela Acosta Sánchez,34,Femenino,Lima,San Juan de Lurigancho,2022-08-15,Web,Regular
C07299,Jackeline Córdoba Mendoza,54,Femenino,Lima,San Juan de Lurigancho,2025-11-29,Tienda,Nuevo
C07300,Liliana María Carmona,27,Femenino,Lima,San Borja,2024-05-25,Tienda,Regular
C07301,Candelaria Adriana Ramírez Jiménez,42,Femenino,Lima,Comas,2024-06-24,Tienda,Nuevo
C07302,Yesid Montoya Prada,18,Masculino,Lima,Miraflores,2025-07-01,Tienda,Regular
C07303,Patricia Leidy Lozano,52,Femenino,Piura,Piura Cercado,2022-11-13,App,Regular
C07304,Alonso Ramos Hernández,36,Masculino,Lima,La Molina,2025-11-26,Web,Regular
C07305,Augusto David Morales,40,Masculino,Trujillo,La Esperanza,2022-04-28,App,Regular
C07306,Juan Fernando Valencia Orozco,36,Masculino,Lima,Surco,2024-02-24,App,Ocasional
C07307,Victoria Gaviria Martínez,42,Femenino,Lima,Villa El Salvador,2022-08-23,Tienda,Regular
C07308,Olga Castrillón Sánchez,37,Femenino,Arequipa,Cayma,2025-01-27,App,Premium
C07309,Javier López Cárdenas,56,Masculino,Lima,Los Olivos,2022-02-28,Tienda,Nuevo
C07310,Fanny Méndez Delgado,51,Femenino,Arequipa,Cercado,2024-11-27,Tienda,Nuevo
C07311,Óscar Prada Chacón,29,Masculino,Piura,Catacaos,2022-03-12,App,Regular
C07312,Janeth Díaz,18,Femenino,Cusco,San Sebastian,2023-08-05,Web,Regular
C07313,Dayana Díaz Jaramillo,56,Femenino,Cusco,San Sebastian,2022-09-25,Web,Regular
C07314,Mireya Inés Sánchez,41,Femenino,Lima,Miraflores,2024-02-20,Web,Regular
C07315,Mauricio Felipe Fonseca,33,Masculino,Lima,San Juan de Lurigancho,2023-11-05,Tienda,Ocasional
C07316,Judith Cecilia Martínez Ruiz,47,Femenino,Lima,Los Olivos,2023-04-06,Web,Regular
C07317,Manuel Ramos Oviedo,18,Masculino,Piura,Veintiseis de Octubre,2025-10-18,Tienda,Ocasional
C07318,Rafael Pineda,32,Masculino,Trujillo,Huanchaco,2023-06-03,Tienda,Regular
C07319,María Rojas,47,Femenino,Arequipa,Cayma,2023-12-14,App,Ocasional
C07320,Magda Serna,28,Femenino,Arequipa,Cerro Colorado,2025-02-25,Tienda,Regular
C07321,Maira Velandia,21,Femenino,Arequipa,Cerro Colorado,2022-11-08,Tienda,Regular
C07322,Emilio Alejandro Ramírez,34,Masculino,Arequipa,Cercado,2024-07-28,Tienda,Regular
C07323,Mariela Molina,38,Femenino,Arequipa,Yanahuara,2024-03-03,App,Nuevo
C07324,Robert González,37,Masculino,Lima,La Molina,2025-08-11,Web,Ocasional
C07325,Fabio Muñoz,52,Masculino,Lima,La Molina,2024-05-27,Tienda,Premium
C07326,Mireya Rodríguez López,45,Femenino,Lima,San Juan de Lurigancho,2023-04-22,Tienda,Premium
C07327,Angie Maira Jaramillo Ángel,35,Femenino,Cusco,San Jeronimo,2022-10-10,Tienda,Nuevo
C07328,Karen López Cifuentes,44,Femenino,Lima,Miraflores,2024-09-03,App,Regular
C07329,Yeison Dario Montenegro,43,Masculino,Lima,Ate,2024-07-05,Tienda,Regular
C07330,Carmen Ariza,55,Femenino,Piura,Castilla,2023-12-26,Tienda,Nuevo
C07331,Nayibe Lozano Muñoz,48,Femenino,Lima,San Borja,2024-01-29,Web,Regular
C07332,Juan Garzón,66,Masculino,Lima,Ate,2022-10-15,Tienda,Regular
C07333,Elkin Alexander Trujillo,45,Masculino,Arequipa,Cerro Colorado,2023-01-19,Web,Nuevo
C07334,Víctor Espinosa Ruiz,36,Masculino,Cusco,Cusco Cercado,2024-01-29,App,Regular
C07335,Edwin Esteban Galindo Perea,37,Masculino,Lima,Los Olivos,2025-03-06,App,Ocasional
C07336,Jorge Hernández Rodríguez,23,Masculino,Lima,La Molina,2023-04-17,Tienda,Regular
C07337,Elena Reyes Riascos,28,Femenino,Lima,Comas,2022-03-14,Tienda,Nuevo
C07338,Luis Meneses Medina,40,Masculino,Cusco,Santiago,2024-07-14,Tienda,Nuevo
C07339,Yaneth Ayala,50,Femenino,Lima,Los Olivos,2025-04-20,App,Regular
C07340,Ángel Fernando Fernández Cruz,30,Masculino,Piura,Catacaos,2024-01-09,Tienda,Regular
C07341,Rodrigo Cristian Caicedo Buitrago,27,Masculino,Arequipa,Cayma,2023-12-07,App,Ocasional
C07342,Martha Antonia Vergara,47,Femenino,Lima,San Borja,2024-07-23,App,Regular
C07343,Roger Hernando Manrique Hernández,28,Masculino,Cusco,San Jeronimo,2024-05-08,Tienda,Ocasional
C07344,Liliana Salazar Martínez,64,Femenino,Cusco,Cusco Cercado,2024-06-21,Web,Regular
C07345,Julio Jesús Camargo,56,Masculino,Arequipa,Cerro Colorado,2022-10-19,Tienda,Nuevo
C07346,Astrid Patricia Estrada,44,Femenino,Piura,Catacaos,2022-03-16,Tienda,Ocasional
C07347,Fernando Diego Gómez,37,Masculino,Lima,Los Olivos,2025-05-27,App,Ocasional
C07348,Orlando Hernández,39,Masculino,Arequipa,Cerro Colorado,2025-04-29,Web,Nuevo
C07349,Lorena Mosquera Giraldo,44,Femenino,Lima,San Isidro,2023-03-25,App,Regular
C07350,Antonio Carlos Benavides,34,Masculino,Lima,Miraflores,2023-05-16,Web,Regular
C07351,Edgar Germán Parra,33,Masculino,Lima,Surco,2023-09-28,Tienda,Nuevo
C07352,Dayana Chaparro,26,Femenino,Trujillo,Victor Larco,2024-07-12,Tienda,Nuevo
C07353,Rosario Vera,54,Femenino,Lima,San Borja,2025-11-15,App,Regular
C07354,Luz Rentería,30,Femenino,Lima,La Molina,2025-04-04,App,Premium
C07355,Diana García,39,Femenino,Cusco,Santiago,2022-08-18,Tienda,Ocasional
C07356,Julio Ángel Muñoz,61,Masculino,Trujillo,Victor Larco,2023-12-14,Tienda,Regular
C07357,María Liliana Mendoza Cruz,39,Femenino,Lima,Ate,2024-08-02,Web,Premium
C07358,Myriam Castillo Castaño,28,Femenino,Piura,Castilla,2023-09-27,Tienda,Regular
C07359,Alfonso Alexander Ortega Hernández,45,Masculino,Arequipa,Yanahuara,2022-10-12,Web,Nuevo
C07360,Fredy Zapata,26,Masculino,Lima,Los Olivos,2023-12-10,App,Nuevo
C07361,Isabel Jiménez Quintero,40,Femenino,Lima,La Molina,2025-11-21,Tienda,Regular
C07362,Adolfo Ordóñez Rodríguez,40,Masculino,Trujillo,El Porvenir,2022-06-02,Web,Regular
C07363,Carlos Garzón Hernández,30,Masculino,Lima,San Juan de Lurigancho,2022-04-12,Tienda,Nuevo
C07364,Paola Amaya Rangel,41,Femenino,Piura,Veintiseis de Octubre,2025-03-13,Web,Regular
C07365,Marina Mendoza Rodríguez,37,Femenino,Arequipa,Paucarpata,2022-10-15,App,Ocasional
C07366,Edwin Martínez Vergara,39,Masculino,Lima,Miraflores,2023-07-17,Tienda,Ocasional
C07367,Yohana Camila Muñoz,33,Femenino,Lima,Surco,2023-08-09,App,Ocasional
C07368,Nelly María Sánchez,36,Femenino,Lima,San Isidro,2023-04-21,Tienda,Premium
C07369,Antonio Manuel Torres Ospino,27,Masculino,Arequipa,Cerro Colorado,2025-03-23,Tienda,Nuevo
C07370,Fernanda Edith Gutiérrez Rivera,75,Femenino,Piura,Catacaos,2022-10-04,Web,Regular
C07371,Alex Miguel Zapata,72,Masculino,Lima,San Borja,2022-12-07,Web,Regular
C07372,Isabel Peña Arias,38,Femenino,Cusco,Cusco Cercado,2023-11-15,Tienda,Regular
C07373,Alicia Valencia Agudelo,46,Femenino,Piura,Castilla,2025-03-07,App,Regular
C07374,Smith Hugo Rueda,37,Masculino,Arequipa,Yanahuara,2023-10-12,Web,Regular
C07375,Ruby Bolaños,24,Femenino,Piura,Piura Cercado,2022-03-11,Web,Ocasional
C07376,Helena María López,35,Femenino,Lima,La Molina,2024-04-26,App,Ocasional
C07377,Patricia Milena Díaz,76,Femenino,Lima,San Juan de Lurigancho,2024-11-26,Tienda,Nuevo
C07378,Paula Maritza Parra Muñoz,40,Femenino,Lima,Villa El Salvador,2023-02-17,Tienda,Ocasional
C07379,Armando Cristhian Sierra,18,Masculino,Cusco,San Sebastian,2025-11-24,Tienda,Ocasional
C07380,Francisco Fredy Jiménez González,40,Masculino,Piura,Piura Cercado,2022-08-09,Tienda,Regular
C07381,Juan Moreno Gil,38,Masculino,Trujillo,Victor Larco,2025-08-09,Tienda,Regular
C07382,Aura Montoya Narváez,61,Femenino,Piura,Castilla,2025-10-27,App,Nuevo
C07383,Melissa Castrillón López,40,Femenino,Lima,Los Olivos,2023-02-28,App,Regular
C07384,Consuelo Inés León López,28,Femenino,Cusco,San Sebastian,2025-10-09,App,Nuevo
C07385,Valentina Inés Beltrán,26,Femenino,Lima,Ate,2022-01-08,Web,Regular
C07386,Álvaro Buitrago Moreno,24,Masculino,Lima,La Molina,2023-04-14,App,Premium
C07387,Antonio Mantilla,42,Masculino,Trujillo,Huanchaco,2022-09-29,Tienda,Regular
C07388,Octavio Fredy Sierra Castellanos,19,Masculino,Cusco,Wanchaq,2025-07-06,Tienda,Premium
C07389,Javier Hernán Meneses,27,Masculino,Lima,San Borja,2022-11-12,App,Ocasional
C07390,Constanza Mejía Sánchez,38,Femenino,Lima,Surco,2024-12-28,Tienda,Regular
C07391,Gloria Rico,54,Femenino,Arequipa,Cercado,2025-08-17,Tienda,Regular
C07392,Johana Nelsy Jiménez García,42,Femenino,Lima,San Borja,2024-08-04,Tienda,Regular
C07393,Alexander Jorge Orjuela Corredor,35,Masculino,Lima,San Juan de Lurigancho,2023-10-25,App,Regular
C07394,Juan Óscar Restrepo,39,Masculino,Arequipa,Yanahuara,2022-04-24,Web,Regular
C07395,Luz Londoño,49,Femenino,Cusco,Cusco Cercado,2022-09-04,Tienda,Regular
C07396,Edgar Peña Martínez,43,Masculino,Trujillo,El Porvenir,2023-02-25,Tienda,Regular
C07397,Sofía Rosa Sierra Suárez,51,Femenino,Lima,Villa El Salvador,2024-10-24,Tienda,Regular
C07398,Alberto Oswaldo Torres Bedoya,51,Masculino,Trujillo,Huanchaco,2022-12-14,Tienda,Regular
C07399,Norma Alexandra Herrera,37,Femenino,Cusco,San Jeronimo,2023-02-07,Tienda,Nuevo
C07400,José Cabrera,28,Masculino,Arequipa,Cerro Colorado,2022-10-31,App,Regular
C07401,Brayan Herrera,39,Masculino,Lima,Miraflores,2022-03-15,Tienda,Regular
C07402,Marcela Miranda,46,Femenino,Lima,San Juan de Lurigancho,2025-01-14,Tienda,Regular
C07403,María Páez Nieto,36,Femenino,Trujillo,La Esperanza,2025-04-30,App,Nuevo
C07404,Orlando Miguel Sánchez Guerrero,24,Masculino,Arequipa,Cerro Colorado,2023-09-13,Tienda,Regular
C07405,Alejandro Rubio,39,Masculino,Trujillo,Huanchaco,2022-12-13,Tienda,Regular
C07406,Luz Álvarez Díaz,36,Femenino,Piura,Catacaos,2022-07-03,App,Regular
C07407,Adolfo Enrique Fuentes,38,Masculino,Lima,San Isidro,2024-07-06,Web,Regular
C07408,Fredy Vega Hernández,41,Masculino,Piura,Veintiseis de Octubre,2024-08-02,Tienda,Ocasional
C07409,Fabio Edison Cardona,53,Masculino,Cusco,Cusco Cercado,2025-10-19,App,Regular
C07410,Gustavo Orjuela León,25,Masculino,Lima,La Molina,2025-02-27,Web,Ocasional
C07411,José Vallejo,18,Masculino,Lima,San Juan de Lurigancho,2022-01-03,Tienda,Nuevo
C07412,Luis Wilson Palacios Martínez,49,Masculino,Lima,San Juan de Lurigancho,2022-06-29,App,Nuevo
C07413,Lina Cristina Padilla,40,Femenino,Lima,Comas,2023-06-03,Tienda,Regular
C07414,Anderson Flórez,29,Masculino,Trujillo,El Porvenir,2025-09-16,Tienda,Premium
C07415,Elvia Kelly Cano Jiménez,26,Femenino,Lima,Villa El Salvador,2025-08-23,Tienda,Ocasional
C07416,Paola Yamile Romero Agudelo,28,Femenino,Lima,Los Olivos,2022-09-24,Tienda,Premium
C07417,Enrique José Patiño Fonseca,53,Masculino,Trujillo,El Porvenir,2024-02-09,App,Nuevo
C07418,Jackeline Ana Oviedo Giraldo,34,Femenino,Trujillo,Trujillo Cercado,2025-03-12,Tienda,Regular
C07419,Lucy Maira Mejía Herrera,35,Femenino,Arequipa,Cerro Colorado,2024-07-13,Tienda,Premium
C07420,Alexandra Escobar López,20,Femenino,Arequipa,Cerro Colorado,2025-02-05,App,Ocasional
C07421,Magda María Ortega,35,Femenino,Arequipa,Yanahuara,2023-03-22,Tienda,Premium
C07422,Edgar Ortega,41,Masculino,Piura,Catacaos,2022-08-17,App,Ocasional
C07423,Alicia Lucía Jiménez,52,Femenino,Lima,Los Olivos,2024-04-07,Tienda,Regular
C07424,Carlos Gómez Ortiz,41,Masculino,Lima,San Juan de Lurigancho,2023-10-20,Tienda,Regular
C07425,Elena Jaimes,25,Femenino,Lima,Miraflores,2024-06-08,Web,Regular
C07426,Lorena Eugenia Álvarez,18,Femenino,Lima,Ate,2022-09-24,Tienda,Nuevo
C07427,Luisa Castillo Serrano,36,Femenino,Trujillo,Victor Larco,2023-01-10,Tienda,Nuevo
C07428,María María Ramos Caballero,49,Femenino,Lima,San Borja,2023-04-19,Tienda,Regular
C07429,Jaime Hernán Ardila Hurtado,25,Masculino,Arequipa,Cayma,2023-05-08,Tienda,Regular
C07430,Julieth María Ardila Rodríguez,41,Femenino,Trujillo,Huanchaco,2022-06-06,App,Premium
C07431,Gloria Dary Fuentes,24,Femenino,Lima,La Molina,2022-06-06,Tienda,Regular
C07432,Jefferson Andrés Camacho Chaparro,65,Masculino,Cusco,Cusco Cercado,2022-01-03,Tienda,Ocasional
C07433,Esteban Alberto Zapata,31,Masculino,Lima,San Juan de Lurigancho,2024-03-13,Web,Regular
C07434,Alexander Ríos,23,Masculino,Cusco,Santiago,2024-07-26,Tienda,Regular
C07435,Diana Henao Quiroga,41,Femenino,Arequipa,Cerro Colorado,2022-05-04,Web,Nuevo
C07436,Andrés Sánchez,22,Masculino,Arequipa,Cercado,2023-05-11,Tienda,Regular
C07437,Mauricio Luis Rodríguez Cortés,23,Masculino,Arequipa,Cercado,2022-08-06,Tienda,Regular
C07438,Ever Moreno Vargas,38,Masculino,Lima,Surco,2022-10-31,Tienda,Regular
C07439,María Silva,53,Femenino,Arequipa,Paucarpata,2023-07-13,App,Premium
C07440,Leonardo Prada,32,Masculino,Piura,Castilla,2022-01-02,Web,Premium
C07441,Luis Manrique Rodríguez,31,Masculino,Lima,Ate,2022-11-07,Tienda,Regular
C07442,Luis Sánchez,18,Masculino,Lima,Los Olivos,2025-02-11,Tienda,Nuevo
C07443,Viviana Palacios,48,Femenino,Piura,Castilla,2022-07-15,Web,Regular
C07444,Alicia Olga Hernández Arango,36,Femenino,Trujillo,Victor Larco,2023-02-15,Web,Regular
